Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,midnight-marble,,,,,,,,MM-11,,Model,Galaxy S24 Ultra,,,,,,,,29.49,34.99,10.00,TRUE,,,,,,shopify,28,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-12,,Model,Galaxy S24+,,,,,,,,25.99,34.99,10.00,TRUE,,,,,,shopify,74,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-13,,Model,Galaxy S24,,,,,,,,21.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-14,,Model,Galaxy S23 Ultra,,,,,,,,23.49,34.99,10.00,TRUE,,,,,,shopify,12,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-15,,Model,Galaxy S23+,,,,,,,,19.49,34.99,10.00,TRUE,,,,,,shopify,61,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-16,,Model,Galaxy S23,,,,,,,,17.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-17,,Model,Galaxy A55,,,,,,,,15.99,34.99,10.00,TRUE,,,,,,shopify,88,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-18,,Model,Galaxy A35,,,,,,,,12.49,34.99,10.00,TRUE,,,,,,shopify,5,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-19,,Model,Galaxy Z Fold 5,,,,,,,,28.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-20,,Model,Galaxy Z Flip 5,,,,,,,,24.99,34.99,10.00,TRUE,,,,,,shopify,39,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-21,,Model,Vivo X100 Pro,,,,,,,,27.49,34.99,10.00,TRUE,,,,,,shopify,53,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-22,,Model,Vivo X100,,,,,,,,23.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-23,,Model,Vivo X90 Pro,,,,,,,,21.49,34.99,10.00,TRUE,,,,,,shopify,19,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-24,,Model,Vivo V40 Pro,,,,,,,,22.99,34.99,10.00,TRUE,,,,,,shopify,77,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-25,,Model,Vivo V40,,,,,,,,18.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-26,,Model,Vivo V30 Pro,,,,,,,,17.49,34.99,10.00,TRUE,,,,,,shopify,45,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-27,,Model,Vivo V30,,,,,,,,15.99,34.99,10.00,TRUE,,,,,,shopify,90,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-28,,Model,Vivo V29,,,,,,,,13.49,34.99,10.00,TRUE,,,,,,shopify,3,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-29,,Model,Vivo T3 Pro,,,,,,,,14.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-30,,Model,Vivo Y200,,,,,,,,10.49,34.99,10.00,TRUE,,,,,,shopify,64,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-31,,Model,Xiaomi 14 Ultra,,,,,,,,29.99,34.99,10.00,TRUE,,,,,,shopify,16,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-32,,Model,Xiaomi 14,,,,,,,,24.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-33,,Model,Xiaomi 13 Pro,,,,,,,,19.99,34.99,10.00,TRUE,,,,,,shopify,38,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-34,,Model,Redmi Note 13 Pro+,,,,,,,,18.49,34.99,10.00,TRUE,,,,,,shopify,83,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-35,,Model,Redmi Note 13 Pro,,,,,,,,15.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-36,,Model,Redmi Note 13,,,,,,,,11.49,34.99,10.00,TRUE,,,,,,shopify,71,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-37,,Model,Redmi Note 12 Pro,,,,,,,,10.99,34.99,10.00,TRUE,,,,,,shopify,95,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-38,,Model,Redmi 13C,,,,,,,,9.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-39,,Model,Xiaomi 13T Pro,,,,,,,,22.49,34.99,10.00,TRUE,,,,,,shopify,31,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-40,,Model,POCO X6 Pro,,,,,,,,17.49,34.99,10.00,TRUE,,,,,,shopify,59,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-41,,Model,Oppo Find X7 Ultra,,,,,,,,28.99,34.99,10.00,TRUE,,,,,,shopify,22,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-42,,Model,Oppo Find N3 Flip,,,,,,,,26.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-43,,Model,Oppo Reno 12 Pro,,,,,,,,22.99,34.99,10.00,TRUE,,,,,,shopify,44,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-44,,Model,Oppo Reno 12,,,,,,,,19.49,34.99,10.00,TRUE,,,,,,shopify,68,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-45,,Model,Oppo Reno 11 Pro,,,,,,,,17.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-46,,Model,Oppo Reno 11,,,,,,,,15.99,34.99,10.00,TRUE,,,,,,shopify,85,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-47,,Model,Oppo A79,,,,,,,,13.49,34.99,10.00,TRUE,,,,,,shopify,2,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-48,,Model,Oppo A58,,,,,,,,11.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-49,,Model,Oppo Find N3,,,,,,,,27.99,34.99,10.00,TRUE,,,,,,shopify,36,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,midnight-marble,,,,,,,,MM-50,,Model,Oppo K12x,,,,,,,,10.99,34.99,10.00,TRUE,,,,,,shopify,91,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
Pink Leopard Case,pink-leopard,"<p>Playful pastel pink palette with bold textured leopard rosettes.</p>",CaseBold,Electronics > Communications > Telephony > Mobile Phone Accessories > Mobile Phone Cases,Phone Case,"Cases, Animal Print",TRUE,Active,PL-01,,Model,iPhone 15 Pro Max,,,,,,,,28.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,https://placehold.co/600x600/f43f5e/ffffff?text=Pink+Leopard,1,Pink Leopard Case,,FALSE,Pink Leopard Case | CaseBold,"Playful pastel pink palette with bold textured leopard rosettes.",,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-02,,Model,iPhone 15 Pro,,,,,,,,26.99,34.99,10.00,TRUE,,,,,,shopify,34,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-03,,Model,iPhone 15 Plus,,,,,,,,23.99,34.99,10.00,TRUE,,,,,,shopify,81,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-04,,Model,iPhone 15,,,,,,,,21.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-05,,Model,iPhone 14 Pro Max,,,,,,,,25.99,34.99,10.00,TRUE,,,,,,shopify,19,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-06,,Model,iPhone 14 Pro,,,,,,,,23.49,34.99,10.00,TRUE,,,,,,shopify,62,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-07,,Model,iPhone 14 Plus,,,,,,,,18.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-08,,Model,iPhone 14,,,,,,,,17.49,34.99,10.00,TRUE,,,,,,shopify,48,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-09,,Model,iPhone 13 Pro,,,,,,,,15.99,34.99,10.00,TRUE,,,,,,shopify,3,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-10,,Model,iPhone 13,,,,,,,,13.99,34.99,10.00,TRUE,,,,,,shopify,92,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-11,,Model,Galaxy S24 Ultra,,,,,,,,29.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-12,,Model,Galaxy S24+,,,,,,,,24.99,34.99,10.00,TRUE,,,,,,shopify,41,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-13,,Model,Galaxy S24,,,,,,,,20.99,34.99,10.00,TRUE,,,,,,shopify,73,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-14,,Model,Galaxy S23 Ultra,,,,,,,,22.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-15,,Model,Galaxy S23+,,,,,,,,18.49,34.99,10.00,TRUE,,,,,,shopify,29,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-16,,Model,Galaxy S23,,,,,,,,16.99,34.99,10.00,TRUE,,,,,,shopify,85,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-17,,Model,Galaxy A55,,,,,,,,14.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-18,,Model,Galaxy A35,,,,,,,,11.49,34.99,10.00,TRUE,,,,,,shopify,56,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-19,,Model,Galaxy Z Fold 5,,,,,,,,27.99,34.99,10.00,TRUE,,,,,,shopify,14,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-20,,Model,Galaxy Z Flip 5,,,,,,,,23.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-21,,Model,Vivo X100 Pro,,,,,,,,26.49,34.99,10.00,TRUE,,,,,,shopify,69,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-22,,Model,Vivo X100,,,,,,,,22.99,34.99,10.00,TRUE,,,,,,shopify,4,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-23,,Model,Vivo X90 Pro,,,,,,,,20.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-24,,Model,Vivo V40 Pro,,,,,,,,21.99,34.99,10.00,TRUE,,,,,,shopify,33,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-25,,Model,Vivo V40,,,,,,,,17.99,34.99,10.00,TRUE,,,,,,shopify,87,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-26,,Model,Vivo V30 Pro,,,,,,,,16.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-27,,Model,Vivo V30,,,,,,,,14.99,34.99,10.00,TRUE,,,,,,shopify,51,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-28,,Model,Vivo V29,,,,,,,,12.49,34.99,10.00,TRUE,,,,,,shopify,26,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-29,,Model,Vivo T3 Pro,,,,,,,,13.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-30,,Model,Vivo Y200,,,,,,,,9.99,34.99,10.00,TRUE,,,,,,shopify,78,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-31,,Model,Xiaomi 14 Ultra,,,,,,,,28.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-32,,Model,Xiaomi 14,,,,,,,,23.49,34.99,10.00,TRUE,,,,,,shopify,47,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-33,,Model,Xiaomi 13 Pro,,,,,,,,18.99,34.99,10.00,TRUE,,,,,,shopify,93,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-34,,Model,Redmi Note 13 Pro+,,,,,,,,17.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-35,,Model,Redmi Note 13 Pro,,,,,,,,14.49,34.99,10.00,TRUE,,,,,,shopify,38,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-36,,Model,Redmi Note 13,,,,,,,,10.49,34.99,10.00,TRUE,,,,,,shopify,64,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-37,,Model,Redmi Note 12 Pro,,,,,,,,9.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-38,,Model,Redmi 13C,,,,,,,,9.99,34.99,10.00,TRUE,,,,,,shopify,89,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-39,,Model,Xiaomi 13T Pro,,,,,,,,21.49,34.99,10.00,TRUE,,,,,,shopify,5,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-40,,Model,POCO X6 Pro,,,,,,,,16.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-41,,Model,Oppo Find X7 Ultra,,,,,,,,27.99,34.99,10.00,TRUE,,,,,,shopify,58,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-42,,Model,Oppo Find N3 Flip,,,,,,,,25.49,34.99,10.00,TRUE,,,,,,shopify,21,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-43,,Model,Oppo Reno 12 Pro,,,,,,,,21.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-44,,Model,Oppo Reno 12,,,,,,,,18.49,34.99,10.00,TRUE,,,,,,shopify,76,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-45,,Model,Oppo Reno 11 Pro,,,,,,,,16.99,34.99,10.00,TRUE,,,,,,shopify,35,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-46,,Model,Oppo Reno 11,,,,,,,,14.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-47,,Model,Oppo A79,,,,,,,,12.49,34.99,10.00,TRUE,,,,,,shopify,84,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-48,,Model,Oppo A58,,,,,,,,10.99,34.99,10.00,TRUE,,,,,,shopify,2,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-49,,Model,Oppo Find N3,,,,,,,,26.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,pink-leopard,,,,,,,,PL-50,,Model,Oppo K12x,,,,,,,,9.99,34.99,10.00,TRUE,,,,,,shopify,67,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
Chrome Hearts Case,chrome-hearts,"<p>Gothic cross motifs forged with metallic chrome accents.</p>",CaseBold,Electronics > Communications > Telephony > Mobile Phone Accessories > Mobile Phone Cases,Phone Case,"Cases, Gothic, Metallic",TRUE,Active,CH-01,,Model,iPhone 15 Pro Max,,,,,,,,29.99,34.99,10.00,TRUE,,,,,,shopify,72,deny,100,g,TRUE,manual,https://placehold.co/600x600/334155/ffffff?text=Chrome+Hearts,1,Chrome Hearts Case,,FALSE,Chrome Hearts Case | CaseBold,"Gothic cross motifs forged with metallic chrome accents.",,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-02,,Model,iPhone 15 Pro,,,,,,,,27.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-03,,Model,iPhone 15 Plus,,,,,,,,24.49,34.99,10.00,TRUE,,,,,,shopify,55,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-04,,Model,iPhone 15,,,,,,,,22.49,34.99,10.00,TRUE,,,,,,shopify,16,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-05,,Model,iPhone 14 Pro Max,,,,,,,,26.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-06,,Model,iPhone 14 Pro,,,,,,,,23.99,34.99,10.00,TRUE,,,,,,shopify,86,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-07,,Model,iPhone 14 Plus,,,,,,,,19.49,34.99,10.00,TRUE,,,,,,shopify,30,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-08,,Model,iPhone 14,,,,,,,,17.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-09,,Model,iPhone 13 Pro,,,,,,,,16.49,34.99,10.00,TRUE,,,,,,shopify,63,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-10,,Model,iPhone 13,,,,,,,,14.49,34.99,10.00,TRUE,,,,,,shopify,4,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-11,,Model,Galaxy S24 Ultra,,,,,,,,29.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-12,,Model,Galaxy S24+,,,,,,,,25.49,34.99,10.00,TRUE,,,,,,shopify,79,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-13,,Model,Galaxy S24,,,,,,,,21.49,34.99,10.00,TRUE,,,,,,shopify,22,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-14,,Model,Galaxy S23 Ultra,,,,,,,,22.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-15,,Model,Galaxy S23+,,,,,,,,18.99,34.99,10.00,TRUE,,,,,,shopify,66,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-16,,Model,Galaxy S23,,,,,,,,17.49,34.99,10.00,TRUE,,,,,,shopify,41,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-17,,Model,Galaxy A55,,,,,,,,15.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-18,,Model,Galaxy A35,,,,,,,,11.99,34.99,10.00,TRUE,,,,,,shopify,87,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
